id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,policy_code,loan_status
1008165,15350,15350, 60 months,13.49,353.13,C,C1,10+ years,1,48000,3,25.93,0,34516,3,,,10,0,17580,67.9,33,0,0,1,2
1007959,4200,4200, 36 months,12.42,140.35,B,B4,9 years,1,72000,1,13,0,38078,1,,,6,0,14198,81.6,22,0,0,1,2
1001205,4200,4200, 36 months,6.62,128.96,A,A2,6 years,3,69000,1,11.08,0,37165,0,,,10,0,4544,11.6,15,0,0,1,2
1007951,10000,10000, 36 months,7.51,311.11,A,A3,7 years,3,60629.92,1,15.34,0,36586,1,,,10,0,13099,37.4,29,0,0,1,2
1007932,5000,5000, 36 months,6.03,152.18,A,A1,2 years,1,72000,1,10.58,0,36739,0,,,8,0,238,0.9,16,0,0,1,2
1007926,14125,14125, 36 months,6.62,433.69,A,A2,n/a,2,30000,3,21.24,0,27454,1,,,9,0,15551,59.1,15,0,0,1,2
1007751,9000,9000, 60 months,18.25,229.77,D,D5,2 years,3,48000,2,0.33,0,39569,1,,,4,0,13,0,4,0,0,1,1
1007918,10000,10000, 36 months,6.62,307.04,A,A2,4 years,3,85000,1,21.05,0,35582,0,,,17,0,14022,35.6,34,0,0,1,2
1006291,10000,10000, 36 months,11.71,330.76,B,B3,10+ years,2,180000,3,14.75,0,32509,0,54,,11,0,62571,78.6,24,0,0,1,2
985200,5400,5400, 36 months,8.9,171.47,A,A5,10+ years,1,38000,3,29.03,0,31686,1,,,22,0,26562,35.4,41,0,0,1,2
1007892,9000,9000, 36 months,10.65,293.16,B,B2,6 years,1,100000,2,3.22,0,36647,3,35,,11,0,10685,48.3,21,0,0,1,2
1007711,4800,4800, 60 months,18.25,122.55,D,D5,1 year,3,66000,2,5.73,0,33878,0,,,8,0,7943,79,23,0,0,1,1
1007871,24000,24000, 36 months,15.96,843.3,C,C5,9 years,1,134500,3,10.46,0,35339,1,58,,15,0,25827,57.8,24,0,0,1,2
1007695,17600,17600, 60 months,17.27,439.97,D,D3,3 years,1,40000,3,15.57,0,36495,0,,,10,0,17816,43.7,22,0,0,1,2
1007839,12000,12000, 36 months,7.9,375.49,A,A4,8 years,1,77000,3,19.56,0,34759,0,,,18,0,39063,43.4,25,0,0,1,2
999502,4925,4925, 36 months,11.71,162.9,B,B3,9 years,2,46000,1,10.33,0,38534,0,,,5,0,9124,72.4,8,0,0,1,2
1007073,7200,7200, 36 months,11.71,238.15,B,B3,< 1 year,3,31700,2,2.01,0,37196,1,,,3,0,1052,23.9,5,0,0,1,1
1007826,30000,30000, 36 months,19.03,1100.14,E,E2,10+ years,1,81840,3,16.35,0,33025,1,48,,22,0,11411,27.3,63,0,0,1,2
997316,20000,20000, 36 months,7.9,625.81,A,A4,3 years,3,101000,3,7.27,0,38443,1,,,10,0,6396,15.6,15,0,0,1,2
990658,8000,8000, 36 months,16.77,284.31,D,D2,7 years,3,21000,3,13.2,1,37773,1,21,,4,0,2408,89.2,8,0,0,1,1
1007619,18000,18000, 36 months,7.9,563.23,A,A4,6 years,1,70000,2,2.95,0,36708,1,,,10,0,327,0.8,26,0,0,1,2
1007778,6400,6400, 36 months,11.71,211.69,B,B3,3 years,1,37000,1,13.2,0,38047,0,,,11,0,2335,97.3,20,0,0,1,2
971035,9600,9600, 36 months,6.62,294.76,A,A2,4 years,1,54000,1,2.78,0,36100,1,,,7,0,3877,17.1,31,0,0,1,2
1007539,7000,7000, 36 months,6.03,213.05,A,A1,10+ years,1,80000,1,13.39,0,35886,0,,,8,0,69500,0,28,0,0,1,2
1007331,7000,7000, 36 months,10.65,228.02,B,B2,1 year,3,90000,2,7.63,1,34700,0,17,,4,0,3249,73.8,23,0,0,1,2
1007317,9600,9600, 36 months,9.91,309.36,B,B1,10+ years,3,59000,1,13,0,33786,0,35,110,6,1,9063,60.4,15,0,0,1,2
1007519,10000,10000, 36 months,7.9,312.91,A,A4,2 years,1,50000,1,1.82,0,36251,5,,,17,0,5511,12.1,34,0,0,1,2
1007502,18000,18000, 36 months,7.9,563.23,A,A4,7 years,1,140000,2,8.17,0,36342,0,,,7,0,17687,57.4,21,0,0,1,2
1007513,8400,8400, 36 months,6.62,257.92,A,A2,10+ years,1,72000,1,12.32,0,32295,0,45,,13,0,20496,42.5,19,0,0,1,2
1007397,7200,7200, 36 months,10.65,234.53,B,B2,2 years,1,105000,1,5.28,1,36404,3,23,,10,0,15195,38.2,38,0,0,1,2
1007473,18750,18750, 60 months,16.77,463.68,D,D2,10+ years,2,37500,3,20.26,0,35765,3,,,5,0,24149,69.7,18,0,0,1,2
1007291,5600,5600, 36 months,7.9,175.23,A,A4,10+ years,1,192000,3,10.34,0,33756,0,,,10,0,49863,77.9,23,0,0,1,2
1007268,4200,4200, 36 months,12.69,140.89,B,B5,4 years,3,55000,1,21.38,0,36220,0,,,4,0,4778,54.9,21,0,0,1,2
1005939,12600,12600, 36 months,12.42,421.04,B,B4,10+ years,2,38000,3,23.73,0,36008,1,60,53,10,1,4675,35.2,15,0,0,1,1
1007257,4800,4800, 36 months,12.42,160.4,B,B4,10+ years,1,54000,2,17.98,1,33117,0,4,,9,0,30895,79,23,0,0,1,2
1006430,3000,3000, 36 months,7.9,93.88,A,A4,< 1 year,1,96000,2,0.19,1,35247,0,9,,4,0,25,0.1,14,0,0,1,2
1007428,22000,22000, 36 months,12.42,735.14,B,B4,5 years,1,100800,3,18.6,0,35796,1,,,12,0,27773,52.9,26,0,0,1,2
993472,20000,20000, 60 months,13.49,460.1,C,C1,10+ years,3,71000,3,14.97,0,32629,0,,,8,0,17795,85.6,20,0,0,1,2
1007423,4750,4750, 36 months,7.9,148.63,A,A4,n/a,1,30000,2,13.96,1,33178,1,15,,5,0,1926,23.5,16,0,0,1,2
1007228,7500,7500, 36 months,6.62,230.28,A,A2,2 years,3,66000,2,5.71,0,38808,1,,,7,0,1314,8.3,9,0,0,1,2
1007404,30000,30000, 60 months,18.64,772.29,E,E1,10+ years,1,94325,2,8.52,0,35765,0,44,,7,0,29333,83.3,27,0,0,1,2
1007209,9000,9000, 36 months,7.9,281.62,A,A4,8 years,1,75500,3,22.47,0,34304,3,,,13,0,13244,28.7,63,0,0,1,2
1007211,35000,35000, 36 months,10.65,1140.07,B,B2,2 years,1,156000,3,10.99,0,33055,2,,,13,0,75688,27.5,26,0,0,1,2
1007386,26000,26000, 60 months,18.64,669.32,E,E1,10+ years,3,50000,3,14.5,0,31107,1,26,,12,0,23389,48.7,36,0,0,1,1
994720,6400,6400, 36 months,7.9,200.26,A,A4,4 years,1,95000,1,12.2,0,37012,0,,,9,0,13492,71.5,20,0,0,1,2
1006766,10800,10800, 36 months,16.29,381.25,D,D1,6 years,3,48000,2,17.27,0,37834,3,32,,10,0,8626,86.3,25,0,0,1,2
1007379,3000,3000, 36 months,14.27,102.93,C,C2,2 years,3,74500,1,15.27,0,28185,3,,,11,0,6460,69.5,11,0,0,1,2
1006327,4500,4500, 60 months,13.49,103.53,C,C1,1 year,3,37200,2,18.16,1,38596,1,15,,15,0,3102,23.3,27,0,0,1,2
1007154,15000,15000, 36 months,7.9,469.36,A,A4,10+ years,1,65000,3,7.92,0,34213,0,,,6,0,19059,69.6,18,0,0,1,2
1006907,10200,10200, 36 months,7.51,317.34,A,A3,10+ years,1,130000,3,21.04,0,35156,1,,,10,0,18866,61.3,28,0,0,1,2
1006918,20000,20000, 36 months,12.69,670.9,B,B5,< 1 year,3,74000,3,15.55,0,38687,2,,,6,0,22739,62.5,10,0,0,1,2
1007103,7000,7000, 36 months,11.71,231.54,B,B3,2 years,1,90000,1,5.25,1,35370,0,16,,4,0,6465,84,11,0,0,1,2
1000208,20000,20000, 36 months,12.69,670.9,B,B5,9 years,1,107496,3,16.01,0,25508,0,26,,11,0,10081,77.5,58,0,0,1,2
1007086,17000,17000, 60 months,19.03,441.28,E,E2,4 years,3,175000,2,2.48,0,36892,3,,,8,0,11246,53.6,17,0,0,1,2
1006875,21000,21000, 36 months,9.91,676.73,B,B1,1 year,3,93000,3,27.47,0,28672,0,,,13,0,42454,68,24,0,0,1,2
1007070,12000,12000, 36 months,6.03,365.23,A,A1,10+ years,1,61000,1,13.44,0,33482,0,,,8,0,35963,72.1,17,0,0,1,2
1002882,24000,24000, 60 months,18.25,612.72,D,D5,8 years,3,228000,2,9.13,0,33239,1,37,,18,0,131006,74.6,48,0,0,1,2
1006885,5400,5400, 36 months,14.27,185.27,C,C2,1 year,3,54000,2,15.62,0,38108,3,,,8,0,9386,92.9,15,0,0,1,2
1006618,15125,15125, 60 months,13.49,347.95,C,C1,8 years,3,55000,1,19.7,0,34608,2,,,8,0,12732,73.6,31,0,0,1,2
1007042,12000,12000, 36 months,9.91,386.7,B,B1,3 years,3,140000,3,10.16,0,34759,0,31,,5,0,5578,62,21,0,0,1,2
1006845,12000,12000, 60 months,9.91,254.44,B,B1,8 years,3,30000,3,8.8,0,36831,1,,,7,0,8935,38.7,15,0,0,1,2
1004131,10000,10000, 36 months,7.9,312.91,A,A4,6 years,1,55000,2,20.33,0,35065,0,,,11,0,4767,25.8,17,0,0,1,2
1007014,30000,30000, 60 months,12.42,673.72,B,B4,7 years,1,190000,3,8.05,0,34029,0,66,,9,0,20253,46.6,33,0,0,1,1
1007010,6500,6500, 36 months,11.71,215,B,B3,10+ years,1,38492,2,18.21,0,35735,1,,103,9,1,2371,16.7,20,0,0,1,2
1006824,8000,8000, 36 months,10.65,260.59,B,B2,2 years,1,30000,1,21.6,0,36039,0,,,8,0,14024,35.1,15,0,0,1,2
1007009,3600,3600, 36 months,12.42,120.3,B,B4,< 1 year,3,54000,2,10.73,0,38108,1,,,20,0,14638,45.2,26,0,0,1,2
1006812,7100,7100, 60 months,18.25,181.27,D,D5,< 1 year,3,80000,2,8.68,0,36495,1,47,,15,0,14685,72,29,0,0,1,1
1006806,2400,2400, 36 months,9.91,77.34,B,B1,6 years,3,15000,2,2,0,36434,2,,,3,0,0,0,17,0,0,1,2
1002546,10950,10950, 60 months,14.27,256.33,C,C2,n/a,1,21888,3,6.52,0,29921,1,,,2,0,4825,38.6,10,0,0,1,1
1006769,4000,4000, 36 months,7.51,124.45,A,A3,6 years,1,80000,1,6.48,0,34790,0,,,9,0,12683,61.3,11,0,0,1,1
1006616,12000,12000, 60 months,18.64,308.92,E,E1,2 years,1,60000,2,13.74,0,34243,1,24,,6,0,9913,96.2,21,0,0,1,2
1006411,35000,35000, 60 months,20.3,933.14,E,E5,3 years,1,136000,3,2.56,0,35855,2,52,,6,0,8857,59,28,0,0,1,2
1006405,25000,25000, 60 months,14.27,585.22,C,C2,8 years,3,48000,3,13.13,0,38869,0,,,4,0,7108,56.4,9,0,0,1,2
1006397,5200,5200, 36 months,7.51,161.78,A,A3,3 years,1,70000,1,13.34,0,37742,0,,,11,0,9111,48.5,26,0,0,1,2
1006590,8500,8500, 36 months,6.03,258.71,A,A1,n/a,2,25000,1,9.07,0,29190,0,31,,6,0,2887,5.5,13,0,0,1,2
1006398,12000,12000, 60 months,12.42,269.49,B,B4,4 years,1,64000,3,23.78,0,36039,0,,,8,0,26675,87.7,15,0,0,1,1
1006581,13000,13000, 60 months,8.9,269.23,A,A5,< 1 year,3,47000,2,16.19,0,34639,0,,,7,0,274,1,19,0,0,1,2
1006579,1800,1800, 36 months,8.9,57.16,A,A5,9 years,3,50400,1,2.64,0,36069,1,,,3,0,1930,16.1,10,0,0,1,1
1002142,10000,10000, 36 months,16.77,355.39,D,D2,10+ years,1,60000,3,6.46,2,33635,0,21,,9,0,9358,52.9,11,0,0,1,2
1006377,12475,12475, 36 months,6.03,379.69,A,A1,10+ years,1,88000,1,10.04,0,27760,2,,,11,0,18064,20.7,27,0,0,1,2
1006387,3200,3200, 36 months,7.51,99.56,A,A3,4 years,1,44000,1,7.8,0,37653,1,,,7,0,311,4.6,14,0,0,1,2
1004496,5500,5500, 36 months,6.62,168.88,A,A2,10+ years,3,40000,1,20.49,1,32994,1,12,,11,0,3179,33.1,27,0,0,1,2
1006564,14675,14675, 60 months,19.42,384.08,E,E3,1 year,3,38500,3,22.66,0,35916,1,37,,7,0,24520,93.6,17,0,0,1,1
1006158,2100,2100, 36 months,7.51,65.34,A,A3,n/a,3,8000,3,7.5,0,36404,0,,,4,0,1127,10.3,6,0,0,1,2
1006372,3825,3825, 36 months,15.96,134.41,C,C5,3 years,3,28500,1,23.54,0,38838,1,32,,6,0,5010,79.5,10,0,0,1,1
1006364,23200,23200, 60 months,23.52,660.97,G,G3,10+ years,1,85000,3,7.89,0,34790,1,46,114,10,1,8625,99.1,22,0,0,1,1
1006371,5000,5000, 36 months,6.03,152.18,A,A1,5 years,3,100000,1,2.4,0,35278,0,,,8,0,2930,14.6,12,0,0,1,2
1006338,12000,12000, 36 months,14.65,413.94,C,C3,3 years,1,45600,2,19.13,0,37561,3,59,,6,0,11399,93.4,18,0,0,1,2
1006331,8500,8500, 36 months,11.71,281.15,B,B3,6 years,3,74000,3,14.42,0,34700,0,32,,8,0,6402,45.4,23,0,0,1,2
980234,12000,12000, 36 months,8.9,381.04,A,A5,4 years,1,76800,1,18.94,0,36617,0,32,,17,0,13819,39.4,33,0,0,1,2
1004491,31000,31000, 60 months,12.42,696.18,B,B4,10+ years,1,96000,2,14.14,0,36281,0,,,10,0,24593,64.5,14,0,0,1,2
1006119,12600,12600, 60 months,10.65,271.77,B,B2,10+ years,1,55172,1,19.36,0,35034,0,,,22,0,23020,30.5,59,0,0,1,2
1006114,7600,7600, 36 months,15.27,264.47,C,C4,2 years,3,33000,3,23.78,0,36130,1,,,16,0,10693,53.5,21,0,0,1,2
1006322,2750,2750, 36 months,16.77,97.74,D,D2,2 years,3,16800,2,19.71,0,39692,0,,,3,0,2698,67.4,6,0,0,1,2
997558,20000,20000, 36 months,11.71,661.52,B,B3,6 years,3,72000,3,16.12,0,36100,0,,,11,0,14345,83.9,25,0,0,1,2
887713,7000,7000, 36 months,6.62,214.93,A,A2,10+ years,1,45600,2,12.92,0,32356,2,40,,12,0,13708,18.4,22,0,0,1,2
995703,7000,7000, 36 months,10.65,228.02,B,B2,6 years,3,80400,2,22.37,0,37591,1,,,11,0,22554,37.4,20,0,0,1,2
1004332,13200,13200, 36 months,6.62,405.29,A,A2,10+ years,1,90000,2,3.03,0,36161,1,,,10,0,17438,31.2,29,0,0,1,2
1005015,6000,6000, 36 months,11.71,198.46,B,B3,7 years,3,48000,2,13.1,0,36495,0,31,,11,0,2374,37.6,17,0,0,1,2
1006070,35000,35000, 36 months,12.42,1169.54,B,B4,n/a,1,185000,3,8.9,0,38504,1,,,4,0,12232,34.9,9,0,0,1,2
1006067,4625,4625, 36 months,12.42,154.55,B,B4,4 years,1,40000,1,5.7,0,34182,1,,,4,0,2240,17.6,21,0,0,1,2
1006283,13000,13000, 60 months,19.42,340.24,E,E3,10+ years,1,65000,2,8.62,0,32203,0,37,,5,0,14558,95.8,24,0,0,1,2
1004936,11200,11200, 60 months,14.65,264.4,C,C3,4 years,3,50000,2,4.97,0,37591,1,50,,6,0,9309,36.4,15,0,0,1,2
1006073,6000,6000, 36 months,6.03,182.62,A,A1,10+ years,1,150000,2,8.1,0,30651,3,72,,15,0,10890,15.2,38,0,0,1,2
998521,17600,17600, 60 months,18.64,453.08,E,E1,10+ years,1,65000,3,11.21,0,31747,1,27,,6,0,18284,85.8,24,0,0,1,1
1006259,2500,2500, 36 months,11.71,82.69,B,B3,2 years,2,27600,2,1.48,0,39387,0,,,2,0,376,28.9,3,0,0,1,2
1006032,15000,15000, 36 months,6.03,456.54,A,A1,< 1 year,3,130000,2,2.23,0,36465,0,,,7,0,0,0,22,0,0,1,2
1006236,8000,8000, 36 months,14.27,274.48,C,C2,6 years,3,36000,3,7.3,1,37316,1,22,,6,0,1287,16.3,10,0,0,1,1
1005967,15000,15000, 36 months,9.91,483.38,B,B1,10+ years,1,95000,3,20.88,1,33604,1,9,,16,0,6802,47.9,62,0,0,1,2
1005988,3800,3800, 36 months,6.62,116.68,A,A2,10+ years,2,79200,1,3.91,0,34335,2,,,12,0,14344,2.6,25,0,0,1,2
1005977,35000,35000, 60 months,12.69,790.82,B,B5,5 years,2,110000,3,6.25,0,36586,2,,,11,0,1639,8.9,21,0,0,1,1
1004502,3000,3000, 36 months,12.69,100.64,B,B5,< 1 year,2,14400,2,4.25,0,39569,0,,,4,0,1643,43.2,5,0,0,1,2
1002214,5600,5600, 36 months,14.27,192.13,C,C2,3 years,3,70000,2,23.66,0,37104,1,,,6,0,26018,88.2,7,0,0,1,2
1005932,12000,12000, 36 months,15.27,417.58,C,C4,5 years,3,85000,3,23.39,0,32782,3,,,22,0,32025,50.1,39,0,0,1,2
1003910,6000,6000, 36 months,10.65,195.44,B,B2,n/a,3,19200,3,17.31,1,37288,1,20,,6,0,10310,44.2,17,0,0,1,2
1000816,12000,12000, 36 months,6.03,365.23,A,A1,9 years,2,45000,1,20.91,0,35704,0,,,9,0,11792,28.9,28,0,0,1,2
1004713,25000,25000, 60 months,10.65,539.21,B,B2,10+ years,1,57600,3,17.06,0,30621,0,,,11,0,11195,48.3,31,0,0,1,2
991475,13000,13000, 36 months,6.62,399.15,A,A2,8 years,1,80000,3,12.71,0,35582,2,,,16,0,20701,26.1,38,0,0,1,2
999662,8000,8000, 36 months,7.9,250.33,A,A4,< 1 year,3,72000,2,1.33,0,37895,0,,,3,0,4917,51.8,16,0,0,1,2
1005910,13600,13600, 36 months,6.03,413.93,A,A1,10+ years,1,104000,1,0.35,0,34912,0,,,8,0,1904,2.9,18,0,0,1,2
1005896,30000,30000, 60 months,12.69,677.85,B,B5,1 year,1,103800,2,3.99,0,34425,5,,,10,0,16399,22.5,26,0,0,1,2
990546,8000,8000, 36 months,8.9,254.03,A,A5,4 years,1,52000,2,4.08,0,37500,0,26,,8,0,8285,51.1,20,0,0,1,2
973082,30000,30000, 36 months,8.9,952.6,A,A5,3 years,1,200000,2,6.71,0,36526,0,,,11,0,8937,20.8,17,0,0,1,2
1005153,3000,3000, 36 months,10.65,97.72,B,B2,7 years,3,63372,3,9.16,0,39539,0,,,4,0,1399,17.3,6,0,0,1,2
1002366,24000,24000, 60 months,19.03,622.97,E,E2,10+ years,1,155000,3,18.53,0,36069,2,,,16,0,26931,78.7,53,0,0,1,2
1005808,15000,15000, 36 months,17.58,539.14,D,D4,10+ years,3,90000,3,15.96,0,34029,2,,,12,0,34865,86.7,27,0,0,1,2
1005865,9400,9400, 60 months,21.67,257.86,F,F3,< 1 year,2,60000,3,13.26,0,36739,2,,,5,0,5077,79.3,5,0,0,1,2
994734,20000,20000, 60 months,14.27,468.17,C,C2,1 year,1,97500,3,12.58,0,37926,0,,,8,0,19002,71.8,16,0,0,1,2
1005831,1300,1300, 36 months,6.03,39.57,A,A1,3 years,2,6000,3,24.4,0,37926,0,,,6,0,7152,13.8,16,0,0,1,2
1000579,10000,10000, 36 months,7.51,311.11,A,A3,2 years,3,45000,2,23.44,0,38018,1,41,,9,0,5804,33.3,19,0,0,1,2
1005837,8000,8000, 36 months,6.62,245.63,A,A2,4 years,3,50000,1,15.96,1,37196,0,22,,14,0,6639,35.5,28,0,0,1,2
809739,35000,35000, 36 months,12.42,1169.54,B,B4,8 years,3,77100,3,8.9,1,38261,0,7,,10,0,5246,17.4,17,0,0,1,2
1000138,2700,2700, 36 months,13.49,91.62,C,C1,2 years,3,35004,3,13.54,0,36557,0,35,,4,0,884,80.4,11,0,0,1,2
1005627,35000,35000, 60 months,19.42,916.03,E,E3,10+ years,1,90000,3,21.97,0,34455,1,,,15,0,39396,73.8,27,0,0,1,1
1004088,19000,19000, 60 months,11.71,419.87,B,B3,7 years,1,76700,2,11.37,0,34001,0,,,7,0,19030,53.3,16,0,0,1,2
1004353,25000,25000, 60 months,14.27,585.22,C,C2,10+ years,3,62000,3,24.45,0,32478,1,,,13,0,47749,51.1,26,0,0,1,2
1005792,10000,10000, 36 months,6.03,304.36,A,A1,n/a,3,36000,3,10,0,30011,1,,,7,0,4795,24.3,24,0,0,1,2
1004157,5000,5000, 36 months,11.71,165.38,B,B3,3 years,3,52273,2,8.95,0,38657,0,,,5,0,4298,54.4,12,0,0,1,2
1005145,12000,12000, 60 months,19.91,317.33,E,E4,2 years,1,65000,3,8.86,1,34425,2,22,,10,0,9562,97.6,36,0,0,1,1
1005067,25000,25000, 60 months,15.27,598.3,C,C4,6 years,3,60000,3,12.1,0,34639,1,,,5,0,38093,87.2,33,0,0,1,2
1005763,3500,3500, 36 months,6.03,106.53,A,A1,10+ years,1,95000,1,5,0,36281,0,,,6,0,11071,22.9,27,0,0,1,2
1005771,16000,16000, 36 months,6.03,486.97,A,A1,4 years,1,124000,1,4.73,0,32478,0,,,7,0,2128,2.8,23,0,0,1,2
1005770,20000,20000, 36 months,8.9,635.07,A,A5,< 1 year,3,148080,3,15.88,0,35156,2,,,12,0,36546,73.4,27,0,0,1,2
1005579,7500,7500, 36 months,11.71,248.07,B,B3,7 years,1,50000,2,10.46,0,38808,1,,,9,0,4813,61.7,16,0,0,1,1
1005170,5000,5000, 36 months,12.42,167.08,B,B4,5 years,3,40000,2,7.35,0,39387,0,,,4,0,973,27.8,6,0,0,1,2
1005168,35000,35000, 36 months,7.9,1095.16,A,A4,6 years,1,95000,3,8.79,0,35034,0,,,13,0,31636,17.2,52,0,0,1,2
1005161,10000,10000, 60 months,10.65,215.69,B,B2,9 years,2,100000,2,2.75,0,36312,0,,,5,0,9274,31.4,16,0,0,1,1
1005156,10000,10000, 36 months,18.64,364.75,E,E1,5 years,3,57000,2,21.15,0,37165,0,33,,7,0,2965,98.8,24,0,0,1,2
1005129,3600,3600, 36 months,7.9,112.65,A,A4,10+ years,1,90000,1,16.28,0,31868,0,,,23,0,12325,9.6,45,0,0,1,2
1004939,5600,5600, 36 months,15.96,196.77,C,C5,9 years,3,48000,2,20.4,0,34790,1,,,15,0,7653,26.9,32,0,0,1,2
997339,14000,14000, 60 months,15.27,335.05,C,C4,< 1 year,3,42000,2,21.91,0,37865,1,,,9,0,2907,18.1,26,0,0,1,2
1004908,7575,7575, 36 months,6.62,232.59,A,A2,6 years,1,21600,3,23.89,0,35916,0,,,10,0,18050,58.7,21,0,0,1,2
1004899,23525,23525, 36 months,7.9,736.11,A,A4,4 years,1,62500,3,16.92,0,36039,0,,,15,0,33475,82,31,0,0,1,2
978833,10000,10000, 36 months,7.9,312.91,A,A4,6 years,3,54000,1,0.96,0,36923,0,32,,2,0,2445,18.8,8,0,0,1,2
1003349,35000,35000, 60 months,17.27,874.93,D,D3,6 years,3,92000,3,14.22,0,35431,1,,,15,0,38500,67.7,34,0,0,1,2
1005073,9300,9300, 36 months,8.9,295.31,A,A5,< 1 year,1,45760,3,3.65,0,37865,0,,,14,0,6028,47.5,25,0,0,1,2
1002033,7000,7000, 36 months,12.69,234.82,B,B5,n/a,2,38400,2,16.19,0,29556,1,33,,6,0,1425,44.5,12,0,0,1,2
1004826,8400,8400, 36 months,16.77,298.53,D,D2,1 year,1,43200,2,21.39,1,38292,1,10,,10,0,3694,55.1,19,0,0,1,2
1003398,17000,17000, 36 months,6.03,517.41,A,A1,10+ years,1,70000,1,10.49,0,30621,0,,,20,0,12120,40.5,52,0,0,1,2
1005052,5000,5000, 36 months,10.65,162.87,B,B2,4 years,3,20000,2,7.32,1,38534,0,5,,5,0,3312,28.3,15,0,0,1,2
1004851,20000,20000, 60 months,19.42,523.45,E,E3,< 1 year,1,75000,3,23.82,0,34820,0,68,,10,0,40882,55.1,29,0,0,1,2
1004844,3000,3000, 36 months,16.77,106.62,D,D2,10+ years,1,65000,2,16.63,0,36281,2,,,7,0,14667,98.4,26,0,0,1,2
1004771,12000,12000, 36 months,6.03,365.23,A,A1,4 years,2,42000,2,22.11,0,35796,0,,,13,0,10100,19.9,36,0,0,1,2
1004685,5500,5500, 36 months,12.69,184.5,B,B5,4 years,1,96000,1,3.04,0,34151,2,39,,13,0,7792,12.3,26,0,0,1,2
1003976,1450,1450, 36 months,7.51,45.12,A,A3,2 years,3,24000,2,10.9,0,38869,0,,,5,0,1244,17.8,9,0,0,1,2
999267,30000,30000, 60 months,11.71,662.95,B,B3,10+ years,3,150000,3,3.02,0,33298,1,,,9,0,24574,30.2,18,0,0,1,2
1004804,8000,8000, 36 months,7.9,250.33,A,A4,< 1 year,3,50000,2,5.47,0,38292,0,,,4,0,6572,78.8,9,0,0,1,2
1004991,7000,7000, 36 months,7.9,219.04,A,A4,10+ years,2,27600,1,20.96,0,36647,0,,,4,0,0,0,6,0,0,1,1
1004358,10000,10000, 36 months,14.27,343.09,C,C2,5 years,3,60000,3,22.28,0,39264,1,,,7,0,6261,48.9,9,0,0,1,2
998418,20000,20000, 60 months,12.69,451.9,B,B5,10+ years,2,102000,3,23.87,0,31656,0,30,,19,0,24796,31.2,48,0,0,1,2
1000142,6600,6600, 36 months,7.9,206.52,A,A4,5 years,1,47000,1,26.89,0,35096,0,,,6,0,7362,87.6,25,0,0,1,2
910281,6000,6000, 36 months,11.71,198.46,B,B3,3 years,3,30000,2,17.36,0,38961,1,,,13,0,6064,57.8,18,0,0,1,2
1004741,7000,7000, 36 months,16.77,248.77,D,D2,2 years,1,120000,3,16.94,0,35034,1,,,10,0,106307,98.6,32,0,0,1,2
1004545,4000,4000, 36 months,12.42,133.67,B,B4,3 years,3,23400,1,14.26,0,37622,0,78,,6,0,3845,96.1,13,0,0,1,2
1004670,12350,12350, 60 months,14.27,289.1,C,C2,1 year,3,59000,1,22.72,0,36800,2,,,14,0,8493,41.8,22,0,0,1,1
1004484,10000,10000, 36 months,11.71,330.76,B,B3,10+ years,3,52000,2,5.85,3,35735,0,1,,8,0,7072,48.8,17,0,0,1,2
895589,12000,12000, 36 months,16.77,426.47,D,D2,7 years,1,60000,3,0.52,0,38292,2,74,,11,0,12045,0.46,19,0,0,1,2
1004462,18400,18400, 60 months,23.13,520.08,G,G2,10+ years,1,75000,3,7.86,1,36069,3,12,,5,0,5143,42.9,19,0,0,1,1
1004453,24000,24000, 60 months,17.58,603.98,D,D4,2 years,1,80000,3,13.92,0,34060,2,38,,7,0,341,7.4,23,0,0,1,2
1004455,10000,10000, 36 months,7.9,312.91,A,A4,10+ years,1,54000,1,19.07,0,32478,0,,,16,0,13093,47.7,42,0,0,1,2
994833,15000,15000, 36 months,16.29,529.51,D,D1,3 years,3,52800,2,18.7,1,32721,0,8,,8,0,17914,68,16,0,0,1,2
1004608,3600,3600, 36 months,14.27,123.52,C,C2,< 1 year,3,26400,2,12.59,0,38292,0,,,4,0,1990,99.5,8,0,0,1,2
981387,11325,11325, 36 months,10.65,368.9,B,B2,7 years,1,25920,1,18.89,0,35643,1,,,2,0,18905,42,12,0,0,1,2
1004403,3100,3100, 36 months,13.49,105.19,C,C1,1 year,3,65000,2,3.42,1,38139,1,23,,12,0,4332,41.3,16,0,0,1,2
994821,20000,20000, 36 months,7.9,625.81,A,A4,10+ years,1,150000,2,4.09,0,32843,0,,,10,0,14342,20.5,36,0,0,1,2
970906,14400,14400, 36 months,6.03,438.28,A,A1,3 years,1,75000,3,27.02,0,33512,0,,,10,0,2617,24.2,19,0,0,1,2
1004142,5850,5850, 36 months,13.49,198.5,C,C1,6 years,1,31200,3,24.19,0,32143,1,34,,5,0,9712,80.9,8,0,0,1,2
1004390,5000,5000, 36 months,6.62,153.52,A,A2,2 years,1,124800,1,11.24,0,34366,3,,,14,0,1598,16,25,0,0,1,2
